Name,Relative lattice energy (kJ/mol),No. of hydrogen bonds, No. of hydrogen bonds per hydrogen-bond site,No. of parallel pi-pi stacking modes,Density (g/cm^3),Largest included sphere (Ang),Largest free sphere (Ang),Largest included sphere along free sphere path (Ang),Accessible surface area (m^2/g),Accessible pore volume (cm^3/g),Pore dimensionality,AffinityPropagation
10002003005237,87.83019999999999,12,1.0,0,1.0268,5.7749,4.89647,5.76724,1146.3,0.0518896,1,61
100020030616861,59.14109999999999,12,1.0,0,1.1037,5.85044,4.89179,5.82094,963.498,0.0354242,1,56
100020030195614,72.543,12,1.0,0,1.0657,5.82116,4.87323,5.82116,1042.56,0.0426211,1,61
100020030044300,50.0461,12,1.0,0,1.1353,5.18943,4.51702,5.17351,911.703,0.029947,1,56
100020030613954,70.86420000000001,12,1.0,0,0.6728,11.81638,11.73615,11.81635,2165.12,0.500589,1,7
1000200305612984,85.73660000000001,12,1.0,0,0.6615,11.80534,11.71331,11.79886,2255.42,0.502293,1,7
100020030604445,74.64359999999999,12,1.0,0,0.7903,12.01154,11.64796,12.01154,1742.47,0.303385,1,8
100020030619206,67.09790000000001,12,1.0,0,0.6713,11.85896,11.59962,11.84276,2201.5,0.493539,1,7
100020030604315,76.25729999999999,12,1.0,0,0.661,11.85326,11.36523,11.83739,2293.81,0.50094,1,7
100020030134357,74.5282,12,1.0,0,0.6556,11.91495,11.34784,11.85729,2317.62,0.504968,1,7
1000200300510183,69.7904,12,1.0,0,0.6711,11.3514,11.03672,11.3514,2279.22,0.483007,1,7
100020030612736,71.5933,12,1.0,0,0.6769,11.27494,10.98207,11.25076,2260.95,0.470465,1,7
100020030601780,95.37809999999999,12,1.0,0,1.087,5.33502,4.79096,5.16339,966.15,0.0344802,1,56
100020030059208,76.1003,10,0.8333333333333334,0,1.0342,5.59742,4.7371,5.59742,741.247,0.0315519,1,76
10002003033914,46.339,12,1.0,0,1.1497,5.12119,4.39953,5.12119,588.242,0.0187793,1,63
100020030143402,49.91460000000001,12,1.0,0,1.1279,5.12735,4.38057,5.1136,593.244,0.0188844,1,73
1000200300210700,66.76069999999999,10,0.8333333333333334,0,1.1473,5.36228,4.33145,5.35085,687.962,0.0268884,1,56
100020030146808,21.3861,12,1.0,0,1.2913,4.90161,4.27787,4.87697,262.841,0.00751147,1,78
100020030152542,72.34370000000001,10,0.8333333333333334,0,1.0292,5.72696,2.04637,5.72328,0.0,0.0,0,116
100020030771896,81.94200000000001,12,1.0,0,0.639,15.60448,15.47729,15.60335,2758.32,0.513565,1,5
1000200308812792,96.64320000000001,12,1.0,0,0.6281,15.41382,15.32885,15.41382,2791.85,0.530225,1,5
1000200308820254,84.76419999999999,12,1.0,0,0.638,15.59493,15.11954,15.52829,2264.86,0.564698,1,3
100020030159860,64.4699,12,1.0,0,0.8208,11.98968,11.77091,11.98968,1656.2,0.270293,1,8
100020030605958,63.45240000000001,12,1.0,0,0.828,12.04123,11.75511,12.02543,1612.36,0.268102,1,8
100020030564132,66.74879999999999,12,1.0,0,0.8239,11.87396,11.58612,11.84251,1661.96,0.265235,1,8
100020030145005,75.594,12,1.0,0,0.6735,11.86526,11.37397,11.82103,2215.77,0.483762,1,7
100020030152166,74.82939999999999,12,1.0,0,0.8172,11.47016,11.16026,11.45599,1695.29,0.262128,1,8
100020030291658,95.31299999999999,12,1.0,0,0.6464,11.56827,11.01885,11.54537,2593.38,0.497318,1,7
100020030334745,96.37020000000001,12,1.0,0,0.6442,11.54327,10.98878,11.54327,2613.74,0.497144,1,7
10002003009686,92.47460000000001,12,1.0,0,0.6713,11.0671,10.7932,11.05556,2497.32,0.462858,1,7
10002003001136,91.292,12,1.0,0,0.6721,11.00854,10.70016,11.00363,2522.04,0.468578,1,7
100020030045433,89.44,12,1.0,0,0.6649,10.96001,10.60565,10.92497,2506.58,0.468261,1,7
1000200314814218,80.3545,12,1.0,0,0.8883,10.73293,10.59541,10.73293,1578.38,0.174036,1,11
10002003033721,92.7747,12,1.0,0,0.662,10.87478,10.40713,10.74058,2523.58,0.471813,1,7
1000200314833675,87.40369999999999,12,1.0,0,0.882,9.8136,9.67108,9.8136,1595.82,0.171273,1,14
100020030151506,77.99279999999999,12,1.0,0,0.8306,9.52696,9.24876,9.52463,1556.47,0.234092,1,14
100020030563635,97.28550000000001,10,0.8333333333333334,0,0.5943,9.5112,8.82041,9.28052,3727.2,0.503852,3,18
100020030626339,88.082,12,1.0,0,0.8843,9.07351,8.32128,9.07351,1717.93,0.15616,2,19
100020030151331,68.52010000000001,10,0.8333333333333334,3,0.9288,8.57567,8.26407,8.57567,1480.04,0.171698,1,19
10002003060415,70.62270000000001,10,0.8333333333333334,0,0.9289,8.75243,8.19877,8.70509,1483.65,0.169322,1,19
100020030569380,57.58789999999999,10,0.8333333333333334,3,0.9598,8.67364,8.16855,8.65695,1383.5,0.157873,1,19
100020030605531,63.5497,10,0.8333333333333334,3,0.9287,8.83772,8.13139,8.82488,1471.73,0.170621,1,19
100020030296305,61.238,10,0.8333333333333334,0,0.9727,8.35698,8.01694,8.30791,1372.48,0.152865,1,19
100020030617717,53.95689999999999,10,0.8333333333333334,3,0.9649,8.29621,7.99553,8.19671,1388.48,0.153201,1,19
100020030146281,53.71440000000001,10,0.8333333333333334,3,0.9667,8.25858,7.97228,8.21199,1376.44,0.152042,1,19
1000200301511590,66.7586,10,0.8333333333333334,3,0.9361,8.2873,7.96674,8.28085,1479.98,0.163609,1,19
1000200305612295,66.92070000000001,10,0.8333333333333334,3,0.9365,8.29162,7.95604,8.28857,1489.4,0.160732,1,19
100020030616596,66.45089999999999,10,0.8333333333333334,0,0.9494,8.27794,7.94639,8.27794,1447.35,0.155858,1,19
100020030614701,54.99610000000001,10,0.8333333333333334,0,0.9644,8.35418,7.88196,8.35088,1391.25,0.156101,1,19
100020030563082,68.56209999999999,10,0.8333333333333334,0,0.9335,8.31024,7.83628,8.29806,1486.39,0.168742,1,19
1000200306010733,62.8672,10,0.8333333333333334,3,0.9315,8.32809,7.71288,8.32141,1469.81,0.166078,1,19
100020030053292,59.96430000000001,10,0.8333333333333334,0,0.9753,8.27313,7.65563,8.27313,1402.27,0.149721,1,19
100020030606560,61.4222,10,0.8333333333333334,3,0.9318,8.38743,7.65466,8.37672,1486.74,0.162718,1,19
100020030135334,68.58269999999999,10,0.8333333333333334,3,0.9197,8.3231,7.54298,8.31999,1532.64,0.165101,1,19
100020030023994,55.55090000000001,10,0.8333333333333334,3,0.9619,7.74883,7.45151,7.74883,1436.39,0.144373,1,19
100020030157259,55.869,10,0.8333333333333334,3,0.9612,7.78059,7.40608,7.76509,1445.48,0.14466,1,19
100020030564321,98.10570000000001,10,0.8333333333333334,0,0.9397,8.33954,7.39415,8.30975,1461.69,0.150442,1,19
100020030569184,96.69829999999999,10,0.8333333333333334,0,0.9747,7.97261,7.2634,7.9656,1344.4,0.13605,1,19
1000200305610426,85.6748,10,0.8333333333333334,0,0.7788,8.11824,6.36518,8.09494,2642.92,0.19021,3,26
100020030629458,95.63489999999999,12,1.0,0,0.986,6.73091,5.83237,6.72425,1252.78,0.0659115,1,45
1000200305611541,94.87029999999999,12,1.0,0,1.0096,6.21644,5.5881,6.21644,1182.39,0.0564161,1,45
1000200301511207,80.2509,12,1.0,0,0.8251,7.08253,5.53143,7.07357,2065.03,0.175803,2,35
1000200305611361,90.05770000000001,10,0.8333333333333334,0,0.6158,9.73522,5.43831,9.73473,3547.42,0.445794,3,18
100020030568302,89.92240000000001,12,1.0,0,1.0245,5.83162,5.09221,5.7397,1144.89,0.0507045,1,61
100020030141400,71.4486,10,0.8333333333333334,0,1.077,5.64654,4.99787,5.63034,828.034,0.035525,1,74
100020030158809,64.9633,10,0.8333333333333334,0,1.0729,5.6256,4.8923,5.60996,770.25,0.0358192,1,56
100020030153116,45.87870000000001,12,1.0,2,1.1753,5.69228,4.86483,5.68178,639.37,0.0244095,1,51
10002003004299,59.3186,12,1.0,2,1.1418,5.50168,4.84442,5.49673,726.918,0.0310733,1,56
100020030618854,69.4246,12,1.0,2,1.1122,5.71065,4.82276,5.67741,748.746,0.032142,1,31
100020030332095,60.6737,12,1.0,0,1.1291,5.65835,4.79186,5.65153,747.993,0.0331665,1,56
10002003019979,66.7329,12,1.0,0,1.0947,5.60741,4.78386,5.57855,788.001,0.0365131,1,56
1000200314811402,46.34100000000001,12,1.0,3,1.1675,5.69257,4.73673,5.65641,759.518,0.0321034,1,56
100020030152448,43.3169,12,1.0,3,1.1932,5.54374,4.68187,5.5352,661.582,0.0252348,1,51
100020030568843,92.3449,10,0.8333333333333334,0,0.9191,5.26543,4.63143,5.25423,1601.64,0.0563497,2,65
100020031485881,80.60929999999999,8,0.6666666666666666,0,1.0454,8.35509,4.58146,7.90662,831.5,0.0523984,3,74
10002003060718,70.72489999999999,10,0.8333333333333334,0,1.0586,5.18415,4.53196,5.16978,1093.41,0.0329297,1,69
100020030434155,97.22630000000001,12,1.0,0,1.0887,5.30528,4.39841,5.28587,769.009,0.031431,1,56
100020030091398,35.005,12,1.0,2,1.2133,5.06069,4.32246,5.03662,547.622,0.01692,1,72
100020030142811,23.29480000000001,12,1.0,2,1.2456,5.03884,4.31,5.03053,546.749,0.0162897,1,57
100020030071567,25.92570000000001,12,1.0,0,1.2399,5.05385,4.2991,5.04757,546.078,0.0171703,1,57
10002003015842,32.06110000000001,12,1.0,4,1.2542,4.90791,4.19924,4.89035,559.733,0.0125259,1,57
1000200301311346,55.3801,12,1.0,4,1.2819,4.72177,4.08372,4.68676,257.936,0.00707535,1,62
1000200301313986,65.86179999999999,10,0.8333333333333334,0,0.9836,7.44457,3.96838,7.44457,1387.62,0.0915372,1,70
1000200308811309,86.2707,10,0.8333333333333334,0,0.9848,8.20797,3.91046,8.20797,706.066,0.046597,3,34
1000200308815208,89.4725,12,1.0,0,0.9662,8.45532,3.81204,8.42587,909.326,0.0591988,1,40
10002003060700,79.21199999999999,8,0.6666666666666666,0,1.043,5.13585,3.70266,5.13585,906.793,0.0242558,2,69
100020030147614,49.0033,10,0.8333333333333334,0,1.1295,5.40112,3.66399,5.40057,720.019,0.0236306,1,56
100020030146993,58.26580000000001,12,1.0,0,1.0294,5.55437,3.64311,5.40555,715.477,0.0241596,1,76
100020030145533,89.41319999999999,8,0.6666666666666666,0,1.1994,4.96011,3.58559,4.13435,149.845,0.00199261,1,71
1000200301311363,65.46090000000001,10,0.8333333333333334,4,1.2004,5.08446,3.51102,4.94237,309.768,0.00918839,1,78
10002003013617,78.17660000000001,8,0.6666666666666666,0,1.1375,5.05892,3.20654,5.05884,0.0,0.0,0,119
100020030145257,58.33510000000001,12,1.0,0,0.9549,5.94576,2.71678,5.93968,0.0,0.0,0,104
100020030147608,55.19649999999999,10,0.8333333333333334,0,1.1685,4.27183,2.03237,4.27183,0.0,0.0,0,106
1000200308813562,84.72640000000001,12,1.0,0,0.334,31.61781,31.57423,31.61781,3273.52,1.88906,1,0
100020031486237,77.81540000000001,12,1.0,0,0.3617,25.02514,24.5676,25.02514,3296.35,1.6551,1,0
1000200314834879,84.0015,12,1.0,0,0.4712,24.982,24.53835,24.982,3012.24,1.0389,1,1
100020030053955,77.84979999999999,12,1.0,0,0.3474,20.08113,19.75913,20.08113,4703.89,1.62005,3,4
100020030627572,88.92250000000001,12,1.0,0,0.5723,14.44805,13.94516,14.44777,2515.01,0.691758,1,5
1000200306220716,73.0832,12,1.0,0,0.7797,13.8865,13.52883,13.88474,1665.16,0.337067,1,6
100020030621191,97.2327,12,1.0,0,0.6518,11.71145,11.63217,11.71143,2333.91,0.508279,1,7
100020030158845,61.00890000000001,10,0.8333333333333334,3,0.7823,11.58416,11.45664,11.57431,1788.32,0.355204,1,8
1000200301511588,60.3108,12,1.0,4,0.7177,11.60417,11.426,11.60417,1866.85,0.470183,1,9
100020030619240,90.30969999999999,12,1.0,0,0.663,11.65915,11.41895,11.65915,2331.61,0.486213,1,7
100020030607944,66.1516,10,0.8333333333333334,0,0.7842,11.67542,11.41034,11.66214,1784.79,0.352666,1,8
100020030046360,97.83359999999999,12,1.0,0,0.6655,11.53486,11.39058,11.53486,2254.54,0.490359,1,7
10002003056335,62.72110000000001,10,0.8333333333333334,3,0.7842,11.56067,11.37829,11.56067,1792.11,0.351875,1,8
100020030601053,71.11240000000001,12,1.0,0,0.8233,11.65032,11.35013,11.64873,1659.73,0.2647,1,8
100020030126070,95.58420000000001,12,1.0,0,0.6429,11.57382,11.34198,11.57382,2481.47,0.505966,1,7
100020030188937,97.8912,12,1.0,0,0.6577,11.56176,11.3023,11.56176,2285.2,0.503159,1,7
1000200306010212,57.66290000000001,12,1.0,2,0.7236,11.68928,11.28583,11.68005,1869.85,0.46253,1,9
100020030565863,39.33799999999999,12,1.0,0,0.7146,11.82099,11.26715,11.75993,1897.06,0.479662,1,9
1000200301217404,83.05420000000001,12,1.0,0,0.6433,11.82457,11.24966,11.82457,2430.9,0.514607,1,7
100020030626129,84.74119999999999,12,1.0,0,0.6483,11.69072,11.23765,11.66524,2423.51,0.498675,1,7
100020030615584,40.74350000000001,12,1.0,0,0.7222,11.6526,11.23401,11.63028,1866.42,0.469684,1,9
1000200301215052,93.63829999999999,12,1.0,0,0.7519,12.0605,11.22179,12.04701,1726.39,0.325589,1,8
100020030132866,41.9435,12,1.0,6,0.7112,11.75867,11.21355,11.70736,1886.71,0.470603,1,9
1000200301314854,99.0985,12,1.0,0,0.6617,11.42139,11.18678,11.41889,2274.17,0.495908,1,7
100020030602715,43.1712,12,1.0,6,0.7193,11.55207,11.16621,11.55023,1866.19,0.464443,1,9
100020030604326,81.1311,10,0.8333333333333334,0,0.7737,11.36318,11.06944,11.35348,1877.17,0.350844,1,8
100020030154003,74.3551,10,0.8333333333333334,3,0.7724,11.30838,11.00167,11.30168,1897.55,0.348944,1,8
100020030012316,98.0238,12,1.0,0,0.674,11.08202,10.99475,11.08202,2485.91,0.458202,1,7
100020030628556,77.99029999999999,12,1.0,0,0.6572,11.28966,10.97018,11.27983,2398.43,0.489424,1,7
100020030056342,73.21119999999999,12,1.0,0,0.675,11.27818,10.95909,11.27818,2300.73,0.473247,1,7
100020030023725,29.98099999999999,12,1.0,4,0.7354,11.25321,10.9308,11.25321,1838.73,0.449675,1,9
1000200301510963,32.40350000000001,12,1.0,3,0.7335,11.2644,10.9127,11.2644,1845.56,0.449303,1,9
100020030614176,75.13229999999999,12,1.0,0,0.6807,11.19751,10.90569,11.19589,2261.5,0.464695,1,7
100020030143368,31.39230000000001,12,1.0,6,0.7354,11.26076,10.90224,11.26076,1833.41,0.453947,1,9
1000200300510455,34.18559999999999,12,1.0,3,0.7403,11.15673,10.85528,11.15673,1831.01,0.442577,1,9
100020030184054,93.8963,10,0.8333333333333334,0,0.6422,11.34324,10.78553,11.34324,2599.0,0.502263,1,7
100020030158442,85.078,12,1.0,0,0.7187,11.12087,10.70085,11.12087,1788.14,0.33053,1,10
100020030131072,82.3022,10,0.8333333333333334,2,0.8543,11.13973,10.64897,11.13019,1377.62,0.268352,1,11
100020030156886,82.9128,12,1.0,0,0.8132,10.70132,10.23573,10.67724,1515.15,0.262125,1,8
1000200314815636,91.75389999999999,10,0.8333333333333334,0,0.8033,12.06863,9.83843,12.06863,1914.31,0.187004,1,8
1000200314822141,98.02789999999999,10,0.8333333333333334,0,0.6454,10.63839,9.20137,10.63839,2695.0,0.455494,2,7
100020030295446,82.66040000000001,10,0.8333333333333334,0,0.9504,8.59228,8.3286,8.59228,1376.4,0.167335,1,19
100020030608983,69.089,10,0.8333333333333334,0,0.8404,8.84233,8.27394,8.81025,1989.0,0.24409,1,21
100020030131592,62.3075,12,1.0,3,0.9823,8.97758,8.19117,8.96846,1267.96,0.12632,1,19
100020030153574,68.79400000000001,10,0.8333333333333334,3,0.8236,8.9241,8.18689,8.91817,2039.01,0.247441,1,21
100020030157224,89.1994,10,0.8333333333333334,0,0.7769,8.4778,8.06703,8.4778,1739.11,0.222502,2,35
100020030564570,65.0,12,1.0,0,1.0174,8.36429,8.03005,8.33504,1209.17,0.111272,1,22
10002003060327,72.1628,10,0.8333333333333334,0,0.8412,8.29562,7.96559,8.29562,1970.29,0.241912,1,21
10002003060435,59.96629999999999,12,1.0,0,1.0069,8.37056,7.93929,8.36383,1227.0,0.115358,1,22
100020030606106,54.33199999999999,12,1.0,3,1.0166,8.09696,7.92641,8.08268,1205.43,0.105895,1,22
100020030565970,64.74440000000001,10,0.8333333333333334,3,0.8469,8.22126,7.9018,8.22126,1961.08,0.240468,1,21
100020030611325,56.53100000000001,10,0.8333333333333334,3,0.9637,8.21813,7.88415,8.21813,1419.64,0.150334,1,19
100020030563076,43.02260000000001,12,1.0,0,1.0112,8.58693,7.86615,8.47102,1198.06,0.119644,1,22
100020030151031,62.3389,10,0.8333333333333334,3,0.8469,8.15744,7.83373,8.156,1965.81,0.239354,1,21
1000200301510255,52.30420000000001,12,1.0,3,1.0246,8.32207,7.83263,8.31117,1203.44,0.1083,1,22
10002003060458,35.92789999999999,12,1.0,3,1.0395,8.21043,7.76967,8.18895,1155.21,0.108171,1,22
100020030291422,39.4999,12,1.0,0,1.034,8.07228,7.70145,8.07228,1151.65,0.107907,1,22
100020030612214,29.74600000000001,12,1.0,3,1.0558,7.91221,7.69336,7.90079,1120.29,0.100203,1,22
10002003061912,53.45419999999999,12,1.0,0,1.0347,7.93103,7.66876,7.92776,1170.77,0.100147,1,22
100020030144701,44.36689999999999,12,1.0,3,1.0454,7.81015,7.64996,7.80516,1152.74,0.0977697,1,22
100020030147609,56.1268,10,0.8333333333333334,3,0.9725,7.79375,7.5268,7.79375,1425.52,0.140775,1,19
100020030566000,69.7304,12,1.0,0,1.0316,8.08627,7.52346,8.08134,1165.29,0.10125,1,22
100020030022034,72.0812,10,0.8333333333333334,0,0.8604,8.22002,7.51386,8.22002,1714.22,0.154351,1,14
1000200300510488,65.82329999999999,10,0.8333333333333334,3,0.9412,8.11806,7.30689,8.06685,1411.7,0.158895,1,19
100020030617948,97.8597,10,0.8333333333333334,0,0.6731,9.01519,6.99796,8.99965,2940.81,0.354432,2,23
1000200305612145,89.9452,12,1.0,0,0.7197,7.66725,6.75639,7.6635,2920.59,0.280794,3,32
10002003029600,93.7765,10,0.8333333333333334,0,0.735,7.42835,6.33215,7.32908,2595.85,0.228555,1,32
100020030045172,37.49270000000001,12,1.0,0,1.0557,6.53735,6.07784,6.34441,1151.46,0.0867999,1,36
100020030616892,97.5393,10,0.8333333333333334,0,0.6722,7.86996,5.9337,7.85279,3441.38,0.317325,2,28
100020030158936,70.3735,10,0.8333333333333334,0,0.9139,7.43665,5.88941,7.43665,1566.35,0.122934,1,39
100020030143940,76.52099999999999,12,1.0,0,0.7866,6.14343,5.80671,6.13814,2678.86,0.142394,3,32
10002003015765,71.5481,12,1.0,3,1.069,6.03942,5.7697,6.03881,1136.93,0.0757809,1,36
100020030604969,77.9428,12,1.0,0,0.7898,6.0365,5.74047,6.02088,2588.03,0.136099,2,38
100020030332319,93.1558,10,0.8333333333333334,0,0.8308,6.2839,5.6714,6.08046,2231.7,0.142619,2,38
100020030192957,72.3255,10,0.8333333333333334,0,1.0304,6.32003,5.63619,6.28659,1154.43,0.0732544,1,74
100020030144857,64.2509,10,0.8333333333333334,3,0.985,6.11082,5.62806,6.11082,1512.03,0.103695,1,45
1000200301117165,75.5187,12,1.0,0,1.0196,6.67097,5.58336,6.6489,1032.75,0.0567192,1,33
100020030132825,91.98589999999999,10,0.8333333333333334,0,0.8186,7.12456,5.52858,7.11992,2044.47,0.17973,2,35
1000200301513749,44.7022,12,1.0,3,1.0759,6.3066,5.51971,6.19712,1131.69,0.0717985,1,36
100020030197089,65.53280000000001,10,0.8333333333333334,0,0.9995,6.0399,5.49154,6.0399,1460.54,0.100054,1,45
100020030158925,86.22659999999999,10,0.8333333333333334,0,0.921,6.81712,5.48334,6.70805,1462.88,0.0789909,1,54
10002003033141,60.7062,10,0.8333333333333334,0,1.0638,6.06366,5.39822,6.0495,1055.76,0.0603687,1,36
100020030432932,77.3434,10,0.8333333333333334,0,1.0395,6.21189,5.37693,6.08654,1247.16,0.0788747,1,36
1000200301512433,83.2964,10,0.8333333333333334,0,0.6733,6.66136,5.34716,6.62657,3730.19,0.285916,3,28
100020030157487,75.3947,8,0.6666666666666666,3,1.0691,6.46096,5.31448,6.46096,1017.15,0.0597428,1,36
100020030333906,96.7929,10,0.8333333333333334,0,1.0516,5.95729,5.26811,5.9572,920.678,0.0500844,1,36
100020030608792,98.1687,10,0.8333333333333334,0,0.8358,5.79223,5.25558,5.78916,2148.4,0.089484,2,46
100020030336069,59.93170000000001,10,0.8333333333333334,0,1.0119,6.02229,5.23443,5.97748,1458.91,0.0899623,1,45
100020030151058,69.2228,10,0.8333333333333334,0,1.0614,6.10597,5.19449,6.10483,859.341,0.0380233,1,74
100020030438242,73.05430000000001,10,0.8333333333333334,0,1.06,6.0521,5.12085,6.04181,1107.73,0.0372556,1,61
100020030437089,73.14089999999999,10,0.8333333333333334,3,1.0864,5.75305,5.11542,5.75219,971.609,0.0516307,1,56
1000200301510534,90.44030000000001,10,0.8333333333333334,0,0.9203,6.64759,5.0628,6.64759,1510.18,0.0826217,1,54
100020030145431,68.4512,12,1.0,0,1.0629,5.61277,5.03638,5.59132,848.157,0.0424506,1,58
100020030141460,50.35650000000001,10,0.8333333333333334,3,1.036,5.70581,5.02541,5.65069,1398.55,0.0770182,1,45
100020030606017,99.7678,10,0.8333333333333334,0,0.8358,6.51173,5.01377,6.51173,2246.37,0.0866926,2,38
1000200306010762,93.10059999999999,10,0.8333333333333334,0,0.9119,6.52862,4.9769,6.51523,1494.45,0.0599644,2,65
100020030433130,82.2337,12,1.0,0,1.0589,5.27615,4.89595,5.26503,1087.33,0.0381508,1,61
100020030057628,82.21199999999999,12,1.0,0,1.0316,5.50932,4.88741,5.50932,1165.41,0.045803,1,61
10002003060220,84.4684,12,1.0,0,1.0197,5.8208,4.8831,5.8208,1192.45,0.0449536,1,61
10002003043838,91.69739999999999,10,0.8333333333333334,0,1.0485,5.48181,4.86973,5.41457,1095.19,0.0467723,1,61
100020030051945,81.315,12,1.0,0,1.0452,5.53532,4.85273,5.53532,1122.96,0.0410439,1,61
100020030151691,81.18260000000001,12,1.0,0,1.0422,5.51972,4.85209,5.51701,1129.76,0.0426574,1,61
100020030053036,85.78569999999999,10,0.8333333333333334,1,1.0895,5.07603,4.82363,5.07603,985.69,0.0380161,1,56
100020030434345,96.0738,12,1.0,0,1.0541,5.24309,4.81891,5.22286,1081.12,0.0372362,1,61
100020030024658,72.79830000000001,10,0.8333333333333334,0,0.8766,6.46783,4.81068,6.46672,2002.5,0.115601,2,46
100020030604357,78.91220000000001,12,1.0,0,1.0552,5.77196,4.79819,5.75993,1098.93,0.0397161,1,61
100020030562477,96.2892,8,0.6666666666666666,0,0.9106,6.7396,4.79572,5.21791,1644.79,0.075838,2,65
10002003043589,72.6842,12,1.0,0,1.0527,5.42097,4.73453,5.33351,823.504,0.0373521,1,31
1000200301511206,87.97720000000001,10,0.8333333333333334,2,0.768,7.33689,4.73235,7.2822,2808.25,0.246811,2,32
100020030027485,72.3622,10,0.8333333333333334,0,0.8781,7.05041,4.72923,7.0487,1996.82,0.115976,2,42
10002003019517,75.9399,10,0.8333333333333334,0,0.9976,5.3313,4.69162,5.33009,1480.1,0.0589227,1,64
100020030601227,76.5471,10,0.8333333333333334,2,1.1032,5.65256,4.68424,5.63949,718.854,0.0299935,1,56
100020030051581,72.5762,10,0.8333333333333334,2,1.1217,5.66989,4.6813,5.6695,706.0,0.0289735,1,58
100020030159644,44.78030000000001,12,1.0,0,1.2582,5.10503,4.67538,5.08903,367.535,0.0148856,1,51
10002003015623,73.3552,10,0.8333333333333334,2,0.8564,7.01746,4.6716,7.00857,2176.51,0.15999,2,42
100020030022781,70.21279999999999,8,0.6666666666666666,3,1.0092,6.73571,4.63661,6.73571,1252.26,0.085565,1,45
100020030051010,94.12,8,0.6666666666666666,0,0.9118,5.75845,4.57546,5.75845,1630.35,0.0587266,3,65
1000200300210898,43.6003,12,1.0,3,1.0434,6.19041,4.53553,6.18455,1148.51,0.0639817,1,36
10002003014790,63.53700000000001,10,0.8333333333333334,0,1.0667,6.55175,4.52812,6.55175,1066.54,0.0613082,1,36
100020030605282,55.86279999999999,10,0.8333333333333334,1,1.0001,5.25217,4.5237,5.25217,1337.13,0.0540839,2,64
100020030157948,87.2619,8,0.6666666666666666,4,0.9765,5.47838,4.51106,5.46576,1332.86,0.0561262,1,64
100020030602660,47.79650000000001,10,0.8333333333333334,0,1.0497,6.23669,4.45806,6.12815,1003.69,0.0508321,1,61
100020030564650,86.18960000000001,10,0.8333333333333334,0,0.9223,5.46489,4.4512,5.44906,1702.71,0.0652598,2,65
100020030616706,73.745,10,0.8333333333333334,2,1.0104,5.66786,4.44799,5.66786,1277.1,0.0505446,2,64
100020030157895,62.81999999999999,10,0.8333333333333334,3,1.1136,6.05457,4.42904,6.05457,913.038,0.0439841,1,56
100020030195247,63.06020000000001,12,1.0,0,1.0613,5.14387,4.39705,5.04232,1104.93,0.0414396,1,61
100020030611767,62.10230000000001,12,1.0,0,1.0738,5.17361,4.39485,5.05013,1057.99,0.0376884,1,69
1000200306010260,65.21360000000001,12,1.0,0,1.067,5.39179,4.3912,5.02536,1080.09,0.0403742,1,61
100020030091697,61.1508,12,1.0,0,1.0914,5.05761,4.3905,5.04111,1019.05,0.0351483,1,69
100020030141981,59.15110000000001,12,1.0,0,1.0968,5.19637,4.38798,5.00939,1008.68,0.0326038,1,69
100020030619063,58.5626,12,1.0,0,1.1068,5.02332,4.37596,5.00627,977.235,0.0322271,1,69
100020030332915,54.82579999999999,12,1.0,0,1.1379,4.98673,4.36882,4.96969,880.77,0.0251782,1,69
100020030609073,60.9819,12,1.0,0,1.1137,5.29399,4.36875,4.9705,957.062,0.0289669,1,69
10002003015374,92.61670000000001,10,0.8333333333333334,0,1.0439,5.20356,4.36789,5.19987,366.729,0.0132095,1,76
10002003009602,66.7887,12,1.0,0,1.1017,5.21754,4.36395,4.94629,983.876,0.0307168,1,69
100020030094308,87.47049999999999,8,0.6666666666666666,0,1.119,4.65899,4.3539,4.65899,367.746,0.0108313,1,66
100020030152681,64.20920000000001,10,0.8333333333333334,0,1.1044,6.08188,4.34561,6.08094,843.097,0.036626,1,56
100020030058112,89.65360000000001,10,0.8333333333333334,3,1.1808,5.44715,4.32215,5.38561,540.183,0.0156077,1,59
100020030053082,30.03380000000001,12,1.0,1,1.2792,4.93034,4.31367,4.93034,261.879,0.00773913,1,78
100020030153483,76.62540000000001,8,0.6666666666666666,0,1.0735,5.41831,4.27373,5.30231,727.614,0.0291654,1,74
100020030024058,19.73580000000001,12,1.0,4,1.2452,4.863,4.27162,4.85699,404.668,0.0158281,1,63
100020030144299,20.6671,12,1.0,6,1.2474,4.84322,4.26958,4.81986,396.458,0.0143334,1,62
100020030438865,99.6807,10,0.8333333333333334,0,1.0734,5.48361,4.24455,5.4068,1024.74,0.0335568,1,69
1000200301512155,25.01609999999999,12,1.0,4,1.2685,4.9477,4.24219,4.94216,278.725,0.00828513,1,78
100020030143215,23.971,12,1.0,6,1.2303,4.93419,4.23537,4.92424,412.955,0.0155006,1,63
100020030024623,20.73089999999999,12,1.0,4,1.2428,4.85946,4.22558,4.85946,401.621,0.0144748,1,62
1000200301511599,89.0823,8,0.6666666666666666,0,1.0898,5.20353,4.21968,5.20353,545.422,0.0154979,1,83
100020030158161,23.60339999999999,12,1.0,3,1.2358,4.97381,4.21442,4.95,390.655,0.0139742,1,62
100020030616983,75.71369999999999,10,0.8333333333333334,0,1.091,5.40235,4.18583,5.39334,624.344,0.0243542,1,67
