Name,Relative lattice energy (kJ/mol),No. of hydrogen bonds, No. of hydrogen bonds per hydrogen-bond site,No. of parallel pi-pi stacking modes,Density (g/cm^3),Largest included sphere (Ang),Largest free sphere (Ang),Largest included sphere along free sphere path (Ang),Accessible surface area (m^2/g),Accessible pore volume (cm^3/g),Pore dimensionality,AffinityPropagation
100020030145798,53.52029999999999,10,0.8333333333333334,0,0.8676,6.91715,6.68271,6.91715,1970.21,0.182148,1,42
100020030435969,52.8468,10,0.8333333333333334,5,0.9721,7.18492,6.6822,7.18492,1347.15,0.154049,1,19
100020030433919,98.16980000000001,10,0.8333333333333334,0,0.8467,7.51012,6.63046,7.49893,1849.67,0.19211,1,42
100020030563463,60.874,10,0.8333333333333334,0,0.8688,7.11669,6.6107,7.10904,1968.26,0.180033,1,42
10002003002862,97.63990000000001,8,0.6666666666666666,0,0.6631,7.97617,6.57874,7.97617,2872.2,0.350716,2,23
100020030616354,55.80520000000001,10,0.8333333333333334,0,0.8746,6.86231,6.57045,6.85734,1945.66,0.175578,1,42
1000200300786,66.4931,10,0.8333333333333334,0,0.8548,6.9109,6.56213,6.9109,2002.64,0.193235,1,42
100020030296709,56.52430000000001,10,0.8333333333333334,0,0.8697,6.86601,6.52979,6.86601,1927.66,0.185076,1,42
1000200300210889,86.53649999999999,8,0.6666666666666666,3,0.6262,8.83402,6.47963,8.71574,3401.96,0.471978,2,28
100020030605041,89.51669999999999,10,0.8333333333333334,0,0.7027,7.92133,6.38357,7.61849,2899.58,0.293488,3,23
100020030138870,70.6019,10,0.8333333333333334,0,0.9079,7.75477,6.36456,7.75477,1603.88,0.150802,1,39
100020030155664,93.077,10,0.8333333333333334,0,0.6363,8.42151,6.32981,8.41086,3260.92,0.439678,2,28
100020030152557,83.8827,10,0.8333333333333334,0,0.8197,7.26629,6.31465,6.83785,2037.05,0.165934,1,42
100020030152220,78.53479999999999,8,0.6666666666666666,0,0.8865,9.18589,6.27549,9.18589,1620.22,0.186729,1,14
1000200314831130,80.4812,10,0.8333333333333334,0,0.7031,12.86749,6.24133,12.86749,2581.53,0.359077,3,24
100020030152853,87.7415,10,0.8333333333333334,1,0.9161,7.5492,6.23525,7.54048,1528.2,0.138057,1,39
1000200300211916,96.50810000000001,8,0.6666666666666666,0,0.7036,7.73266,6.22893,7.35344,2800.23,0.265144,2,32
1000200305610810,69.1072,10,0.8333333333333334,0,0.8509,8.49194,6.21992,8.48367,1981.85,0.188628,2,47
100020030146872,83.7098,8,0.6666666666666666,3,0.9015,6.779,6.19453,6.76413,1228.58,0.101423,1,40
1000200305610740,91.3014,10,0.8333333333333334,0,0.6545,9.27993,6.17739,9.27993,3321.66,0.343777,3,28
1000200301310871,85.8577,10,0.8333333333333334,0,0.6211,8.26528,6.17092,8.26304,3708.04,0.400831,3,28
1000200300510532,92.475,10,0.8333333333333334,0,0.6712,6.88536,6.0941,6.86073,3241.52,0.311869,3,28
10002003002632,81.8226,10,0.8333333333333334,0,0.7119,7.39762,6.04754,7.19201,2882.1,0.29118,2,32
1000200308818451,97.08959999999999,10,0.8333333333333334,0,0.7806,7.68086,5.99508,7.68017,2158.69,0.188722,3,35
100020030158092,73.1859,10,0.8333333333333334,0,1.1066,6.51173,5.9449,6.51173,983.894,0.064495,1,36
100020030614344,41.58750000000001,10,0.8333333333333334,0,0.897,6.63575,5.93547,6.61201,1700.6,0.126858,1,39
100020030153192,67.5967,10,0.8333333333333334,0,0.8566,7.96405,5.93388,7.96215,1980.41,0.182232,2,47
100020030144605,71.23400000000001,10,0.8333333333333334,0,0.8483,6.70086,5.89987,6.42049,2033.15,0.18862,1,42
1000200308811761,67.0666,8,0.6666666666666666,0,1.1504,6.06525,5.89323,6.06147,488.419,0.0312413,1,48
1000200303348,72.9222,10,0.8333333333333334,0,0.854,6.45737,5.88915,6.43197,2021.51,0.185929,1,42
1000200314810483,57.4015,10,0.8333333333333334,0,0.9107,7.96646,5.87196,7.95925,1543.23,0.112054,1,39
100020030336135,57.3613,10,0.8333333333333334,0,0.8657,6.20978,5.84725,6.15825,1988.16,0.174911,1,42
10002003014785,50.73699999999999,10,0.8333333333333334,0,0.8609,6.66409,5.82284,6.65759,1833.05,0.138773,1,42
100020030142917,67.45949999999999,10,0.8333333333333334,3,1.0174,6.58537,5.81414,6.57715,1236.31,0.0835827,1,45
1000200305612301,99.7774,10,0.8333333333333334,0,0.8239,6.47431,5.79624,6.47182,2317.38,0.147767,2,38
100020030331226,73.3415,8,0.6666666666666666,0,0.9659,6.35121,5.78331,6.14901,1442.33,0.0965615,1,45
100020030183747,87.54060000000001,8,0.6666666666666666,0,0.8306,6.30514,5.75582,6.29867,2178.11,0.142697,2,42
1000200301511086,74.733,10,0.8333333333333334,4,1.1139,6.25383,5.72238,6.24524,977.481,0.057178,1,36
10002003014546,99.5838,8,0.6666666666666666,0,0.8521,7.06761,5.72206,7.06566,1880.52,0.152687,1,42
100020030141682,73.3955,10,0.8333333333333334,3,0.8768,6.34824,5.71789,6.15871,1701.97,0.115138,1,46
100020030041909,49.29820000000001,10,0.8333333333333334,0,0.8735,6.04035,5.71048,6.04035,2009.92,0.171801,1,42
100020030193010,57.39160000000001,10,0.8333333333333334,0,1.0602,6.4078,5.70332,6.40463,1135.61,0.0766768,1,36
1000200301312413,98.0798,8,0.6666666666666666,0,0.8355,7.43171,5.69661,7.41594,1959.84,0.102492,2,52
1000200301310682,90.7561,8,0.6666666666666666,6,0.9575,7.51043,5.68853,7.49499,1417.6,0.113807,1,39
100020030185880,75.76839999999999,10,0.8333333333333334,3,0.9357,6.43012,5.6697,6.41746,1637.68,0.122871,1,54
100020030147108,88.37459999999999,10,0.8333333333333334,0,0.8564,6.62735,5.66676,6.48554,1950.76,0.177852,1,42
100020030145579,56.38120000000001,10,0.8333333333333334,0,1.064,6.49793,5.66061,6.49793,1108.29,0.07466,1,36
100020030147299,68.8082,10,0.8333333333333334,0,0.8339,6.82971,5.6588,6.68299,2002.96,0.151786,1,42
10002003019815,54.52350000000001,10,0.8333333333333334,0,0.8813,6.24422,5.64819,6.11161,1969.95,0.166415,1,42
100020030603778,73.4664,10,0.8333333333333334,3,0.6799,9.0143,5.63743,9.00561,3066.4,0.370194,2,23
10002003013108,89.1044,10,0.8333333333333334,3,1.0642,7.3827,5.63278,7.38208,1020.48,0.0688015,1,36
100020030183789,62.64709999999999,10,0.8333333333333334,3,1.0325,6.49536,5.61092,6.4903,1177.25,0.0808066,1,36
100020030564504,96.9527,8,0.6666666666666666,0,0.9952,7.14546,5.60717,7.13676,904.162,0.0630516,1,34
1000200305611186,86.7535,10,0.8333333333333334,0,0.6857,8.16836,5.60026,8.16836,3013.19,0.310378,3,23
10002003029615,57.4117,10,0.8333333333333334,0,0.8733,6.43191,5.59812,6.33435,2002.51,0.172278,1,42
1000200306213467,76.77369999999999,10,0.8333333333333334,0,1.0097,6.69208,5.59026,6.69208,1251.77,0.0555683,1,45
100020030885074,90.9913,10,0.8333333333333334,0,0.8774,7.85185,5.58821,6.16156,1805.15,0.112741,3,46
1000200301511449,73.7355,10,0.8333333333333334,0,0.7638,8.48284,5.54967,8.48284,2381.82,0.210801,2,26
100020030144665,55.19460000000001,10,0.8333333333333334,3,1.0685,6.46432,5.54705,6.46432,1122.73,0.0756186,1,36
100020030151744,95.91919999999999,8,0.6666666666666666,0,0.7018,8.31202,5.53896,7.90624,3090.31,0.276462,2,28
100020030436214,91.2485,10,0.8333333333333334,0,0.8298,8.13595,5.52272,8.12511,1991.03,0.175264,3,47
100020030026551,75.0968,8,0.6666666666666666,3,0.8708,6.81296,5.51904,6.81296,1839.25,0.154393,1,42
100020030609695,61.0855,10,0.8333333333333334,0,1.0195,6.79888,5.50033,6.77848,1115.38,0.0716043,2,41
100020030158200,88.16290000000001,8,0.6666666666666666,0,0.9614,7.18357,5.4917,7.18357,1393.25,0.103084,1,39
100020030029548,98.1431,10,0.8333333333333334,0,0.7668,6.93508,5.46971,6.93508,2671.35,0.171631,3,32
10002003015472,80.67420000000001,8,0.6666666666666666,2,0.8076,6.80984,5.45153,6.56188,2437.01,0.169311,3,38
100020030607015,86.95320000000001,8,0.6666666666666666,0,0.8131,6.64822,5.44793,6.59833,2325.31,0.163123,3,38
100020030601139,81.90299999999999,10,0.8333333333333334,0,0.8219,6.79078,5.44652,6.77562,2203.24,0.15479,2,38
100020030147897,97.9648,8,0.6666666666666666,0,0.8039,7.04343,5.41776,7.01411,2389.72,0.174732,2,38
100020030152316,88.4068,10,0.8333333333333334,0,0.7026,7.35724,5.4175,6.4481,3407.82,0.255773,3,28
100020030145891,84.16239999999999,10,0.8333333333333334,0,0.852,7.17477,5.41,7.17011,2097.3,0.15142,2,42
100020030436911,72.60329999999999,10,0.8333333333333334,3,1.0496,6.15673,5.40453,6.13321,1070.26,0.0660028,1,36
100020030888108,97.98500000000001,8,0.6666666666666666,0,0.9776,5.46718,5.39955,5.46718,1292.84,0.0329686,1,64
100020030143620,86.24860000000001,10,0.8333333333333334,0,0.7593,6.17378,5.37729,6.16884,2753.28,0.168582,3,32
100020030884663,88.94049999999999,8,0.6666666666666666,0,0.8749,6.5567,5.37008,6.54024,1859.29,0.120166,2,46
100020030438496,59.84569999999999,10,0.8333333333333334,3,1.0794,5.85006,5.36036,5.84438,1050.44,0.0606984,1,36
1000200308811111,72.93809999999999,8,0.6666666666666666,0,0.9204,6.23542,5.35824,6.23542,1640.11,0.0957208,2,54
10002003043523,94.30109999999999,8,0.6666666666666666,0,0.7631,8.33505,5.35787,8.32657,2493.15,0.246503,2,26
10002003033761,85.43979999999999,10,0.8333333333333334,0,1.0246,6.01285,5.35298,6.01285,1312.4,0.0833125,1,45
100020030334381,67.8537,10,0.8333333333333334,0,0.8775,6.53308,5.34318,6.38721,1916.91,0.167527,1,42
1000200314819329,53.58529999999999,10,0.8333333333333334,0,0.9575,7.11418,5.32944,7.11418,1373.89,0.0798182,1,45
100020030155938,63.87020000000001,8,0.6666666666666666,3,0.955,7.60082,5.31908,7.59902,1448.9,0.10923,1,39
100020030143271,35.3348,10,0.8333333333333334,3,1.1105,5.95522,5.27855,5.94181,1007.22,0.0586288,1,36
100020030146253,55.92320000000001,10,0.8333333333333334,3,0.982,6.67956,5.27593,6.67846,1265.49,0.0891258,1,45
100020030617529,90.47739999999999,10,0.8333333333333334,0,0.8143,6.32119,5.26275,6.18085,2446.23,0.155345,2,38
100020030146915,88.3588,8,0.6666666666666666,0,0.6827,6.72223,5.24037,6.63553,3612.74,0.283576,3,28
100020030884904,97.48740000000001,6,0.5,4,1.1434,5.33515,5.23795,5.33381,443.58,0.010766,1,59
10002003013871,64.1103,10,0.8333333333333334,1,0.9224,6.69304,5.23659,6.65397,1470.28,0.058391,1,54
100020030889999,76.15090000000001,8,0.6666666666666666,3,1.0251,5.7513,5.22459,5.72389,1327.84,0.0708715,1,45
100020030773592,84.10390000000001,8,0.6666666666666666,0,1.043,5.51211,5.22156,5.51211,780.102,0.0174009,1,59
100020030886026,82.2011,10,0.8333333333333334,0,0.8696,8.38658,5.21461,8.38658,1756.14,0.124689,3,47
100020030438115,93.16040000000001,8,0.6666666666666666,0,0.7355,8.05072,5.20105,7.9835,2818.78,0.232058,3,32
100020030021156,66.50460000000001,8,0.6666666666666666,3,0.9251,7.7711,5.19938,7.7711,1587.39,0.114334,2,39
100020030133971,97.7304,10,0.8333333333333334,0,0.8297,6.99005,5.16927,6.9829,2026.73,0.165045,2,35
1000200301311128,96.8947,8,0.6666666666666666,0,0.9142,6.34252,5.15374,6.33744,1765.42,0.105447,2,46
100020030022009,86.5153,10,0.8333333333333334,0,0.8713,6.56651,5.14078,6.56651,1553.9,0.105687,1,29
100020030148363,74.4495,10,0.8333333333333334,0,0.8007,8.14017,5.12894,8.11886,2170.03,0.207258,2,21
100020030157785,50.22929999999999,8,0.6666666666666666,3,1.1213,7.11702,5.12666,7.11702,803.955,0.0561327,1,48
100020030024445,77.9924,8,0.6666666666666666,3,0.8653,7.01366,5.12352,7.01366,1931.38,0.160222,2,42
100020030609633,82.00989999999999,10,0.8333333333333334,0,0.7768,7.48729,5.11103,7.47742,2572.11,0.185464,3,38
10002003088422,91.31989999999999,8,0.6666666666666666,0,0.8597,9.26132,5.10839,9.17455,1503.25,0.122469,1,29
100020030137412,99.1385,8,0.6666666666666666,0,0.8554,5.98694,5.10369,5.98694,2044.74,0.118076,2,46
100020030331516,40.84620000000001,10,0.8333333333333334,0,1.1047,5.93357,5.09832,5.91851,1012.55,0.0560487,1,56
100020030434326,51.78960000000001,10,0.8333333333333334,3,1.0939,6.14953,5.0953,5.82605,1016.74,0.0576923,1,36
100020030619745,83.83089999999999,10,0.8333333333333334,0,0.7833,7.10569,5.09477,7.10569,2423.2,0.158849,2,38
100020030146940,97.332,10,0.8333333333333334,0,0.7388,6.73358,5.09207,6.72452,2903.16,0.198015,2,32
100020030093906,75.6319,10,0.8333333333333334,0,1.0583,5.72237,5.08818,5.72237,1118.66,0.0370211,1,61
100020030141191,77.43010000000001,10,0.8333333333333334,0,0.752,7.13386,5.08041,7.12719,2762.87,0.230735,2,32
1000200301511265,78.6953,10,0.8333333333333334,1,0.8079,7.97003,5.07357,7.97003,2210.31,0.163873,3,38
100020030143456,70.1702,6,0.5,3,1.1095,5.97441,5.06294,5.95823,927.566,0.0467872,1,56
100020030432850,47.8075,10,0.8333333333333334,1,1.1171,5.74227,5.06033,5.72818,975.218,0.0478532,1,56
100020030432661,80.19489999999999,10,0.8333333333333334,0,0.9994,5.75907,5.05595,5.73808,1518.81,0.0805614,1,45
1000200301511379,71.62360000000001,8,0.6666666666666666,2,1.0805,7.19134,5.05498,7.19134,777.268,0.0518353,1,43
100020030146067,40.20849999999999,10,0.8333333333333334,4,1.115,5.8485,5.05226,5.82775,1009.87,0.0547517,1,56
100020030433012,66.19470000000001,10,0.8333333333333334,3,1.0115,5.71372,5.03148,5.71371,1423.32,0.082028,1,45
100020030136460,88.2278,8,0.6666666666666666,2,0.7888,8.19826,5.02719,5.60527,2477.88,0.191314,3,38
100020030618623,69.35409999999999,10,0.8333333333333334,3,1.085,5.62447,5.01452,5.62055,1075.32,0.0598145,1,36
100020030154176,65.3415,10,0.8333333333333334,0,1.0241,6.46493,5.01126,6.46493,856.151,0.051529,1,34
100020030604032,78.57830000000001,10,0.8333333333333334,2,0.9893,6.02193,5.00572,6.01662,1282.9,0.0664427,1,45
100020030153454,88.27170000000001,10,0.8333333333333334,1,0.7808,7.8338,4.99291,7.8338,2488.0,0.192714,3,38
100020030433769,75.0035,10,0.8333333333333334,3,1.0252,5.34372,4.99131,5.27819,1413.45,0.0679382,1,64
100020030607357,62.3656,10,0.8333333333333334,4,1.1157,6.09089,4.98535,6.09085,928.163,0.0499136,1,56
100020030612225,54.56309999999999,10,0.8333333333333334,3,1.1162,6.01749,4.98137,5.98742,937.113,0.0496933,1,56
100020030142032,79.2431,8,0.6666666666666666,0,0.9799,5.33191,4.97855,5.31807,1146.38,0.0441154,1,74
1000200306010380,58.5436,8,0.6666666666666666,3,0.9445,8.01663,4.96834,7.92254,1582.71,0.116562,1,39
100020030147745,84.1406,8,0.6666666666666666,0,0.9589,6.02932,4.90054,6.02932,1392.18,0.0674606,1,45
100020030141232,66.0078,10,0.8333333333333334,3,0.9585,7.35725,4.89399,7.35725,1294.47,0.103597,1,45
100020030144808,73.3698,8,0.6666666666666666,3,0.8972,5.96557,4.88974,5.95648,1728.08,0.0922436,1,46
1000200308813362,88.4084,10,0.8333333333333334,0,0.8821,7.96736,4.88885,7.96736,1957.68,0.106477,3,47
1000200308823601,99.4724,8,0.6666666666666666,0,0.9312,6.04228,4.88397,6.04228,1178.18,0.0613313,3,45
1000200301311687,82.0832,8,0.6666666666666666,3,0.9998,6.65193,4.87968,6.64298,1233.72,0.0817929,1,45
10002003013765,43.6097,10,0.8333333333333334,6,1.2226,5.58126,4.87761,5.58114,508.83,0.0182809,1,51
1000200301487,54.39490000000001,10,0.8333333333333334,0,1.2075,5.68633,4.87335,5.68633,375.873,0.0162561,1,30
1000200306011494,67.59299999999999,10,0.8333333333333334,0,0.9171,5.53726,4.86689,5.53726,1510.64,0.0603208,2,65
100020030148335,70.8586,10,0.8333333333333334,3,1.0457,5.66111,4.86395,5.55112,901.443,0.0435694,1,56
100020030145672,75.9323,10,0.8333333333333334,1,0.8403,6.4308,4.86294,6.42869,2258.69,0.124935,2,38
100020030028167,62.18520000000001,10,0.8333333333333334,3,0.9533,6.74122,4.85865,6.66574,1349.69,0.0841666,1,45
1000200301512077,44.69239999999999,10,0.8333333333333334,3,1.2392,5.25301,4.85514,5.21559,361.258,0.014953,1,75
100020030603478,96.44290000000001,10,0.8333333333333334,0,0.8522,5.42493,4.84871,5.41672,1667.91,0.0655327,1,43
1000200301510356,27.48660000000001,10,0.8333333333333334,6,1.2837,5.2234,4.84813,5.20305,365.602,0.0154088,1,111
100020030618135,81.7141,10,0.8333333333333334,0,0.821,6.64087,4.84476,6.51431,2379.31,0.138836,2,38
1000200306010150,64.233,10,0.8333333333333334,0,1.1663,5.11069,4.83978,5.09927,663.129,0.0262365,1,56
1000200301313,51.17490000000001,10,0.8333333333333334,3,1.2048,5.41238,4.83922,5.41238,363.481,0.0155619,1,63
100020030151900,31.88579999999999,10,0.8333333333333334,3,1.2852,5.22794,4.82867,5.2043,359.97,0.0147209,1,63
100020030024993,98.2714,8,0.6666666666666666,0,0.8988,6.84147,4.82841,6.84061,1782.92,0.109598,2,46
1000200301510329,36.84350000000001,10,0.8333333333333334,6,1.2641,5.39387,4.82726,5.39149,433.421,0.0167,1,59
1000200301315449,78.11009999999999,8,0.6666666666666666,3,1.0389,5.9986,4.82458,5.99744,1081.64,0.0557977,1,36
1000200301529,67.15709999999999,10,0.8333333333333334,0,0.9388,5.60177,4.81561,5.60177,1325.31,0.0593099,1,64
100020030145139,22.23670000000001,10,0.8333333333333334,7,1.3106,5.66579,4.8103,5.66579,380.129,0.0167168,1,51
10002003015594,35.86529999999999,10,0.8333333333333334,2,1.3066,5.17234,4.7996,5.16725,365.983,0.0153985,1,51
100020030025926,56.8058,10,0.8333333333333334,3,1.0068,6.50588,4.79941,6.49323,1278.76,0.0722467,2,45
100020030142478,83.53649999999999,10,0.8333333333333334,0,0.8118,7.81342,4.79499,7.81342,1969.36,0.16126,1,47
100020030144760,31.8383,10,0.8333333333333334,3,1.2826,5.59786,4.79435,5.59786,361.987,0.015835,1,51
10002003014472,49.4468,10,0.8333333333333334,3,1.1934,5.4378,4.79326,5.42709,690.152,0.0206975,1,72
10002003014843,76.76400000000001,8,0.6666666666666666,0,0.8727,6.55072,4.79219,6.54249,1843.71,0.12466,1,46
100020030141528,38.07249999999999,10,0.8333333333333334,0,1.3116,5.07621,4.78829,5.05067,347.661,0.0136549,1,115
100020030136713,82.1026,10,0.8333333333333334,0,0.9349,5.70026,4.77647,5.69978,1689.42,0.0665968,2,65
100020030133455,41.51159999999999,10,0.8333333333333334,6,1.2436,5.52295,4.77639,5.50005,364.442,0.0141282,1,78
100020030147991,42.8049,10,0.8333333333333334,3,1.2633,5.68604,4.77369,5.57184,376.49,0.0174067,1,51
100020030152137,23.33500000000001,10,0.8333333333333334,3,1.3159,5.2393,4.77339,5.23572,355.446,0.0148495,1,57
1000200301513379,93.0632,8,0.6666666666666666,0,0.9047,6.22891,4.77102,6.19321,1659.77,0.0770833,3,65
100020030136963,39.4427,10,0.8333333333333334,6,1.2721,5.32053,4.76978,5.31574,374.68,0.0147868,1,63
100020030028284,21.203,10,0.8333333333333334,6,1.2962,5.49235,4.76652,5.48756,361.702,0.0164323,1,51
100020030152845,93.61019999999999,10,0.8333333333333334,0,0.8506,6.44054,4.76347,6.44054,2175.13,0.124632,2,42
10002003013647,90.6526,10,0.8333333333333334,1,1.11,5.27466,4.76222,5.27466,661.673,0.0255134,1,56
100020030135168,85.93709999999999,10,0.8333333333333334,3,0.8827,7.2369,4.76142,7.2369,1868.47,0.135801,2,42
100020030607472,76.231,8,0.6666666666666666,0,1.0464,5.91753,4.7593,5.90588,909.069,0.0408171,2,61
100020030143996,64.6182,10,0.8333333333333334,0,1.0953,5.76564,4.75722,5.52894,777.711,0.0373228,1,56
10002003060662,72.0916,8,0.6666666666666666,2,0.8895,8.00977,4.75291,8.00098,1954.36,0.131798,2,47
1000200300210874,62.1438,8,0.6666666666666666,3,1.0361,7.50366,4.74812,7.50366,1111.49,0.075849,1,70
100020030024632,38.39160000000001,10,0.8333333333333334,3,1.2414,5.3124,4.735,5.30695,376.186,0.0156676,1,51
100020030616758,69.4983,8,0.6666666666666666,0,0.9911,5.73033,4.73277,5.73033,1306.08,0.0594874,1,64
100020030608368,87.40610000000001,10,0.8333333333333334,0,0.8519,6.48157,4.72893,6.48157,2161.37,0.13051,2,42
10002003015198,35.31729999999999,10,0.8333333333333334,3,1.2944,5.10566,4.71752,5.06503,369.97,0.0152655,1,51
100020030145682,43.26830000000001,10,0.8333333333333334,2,1.2746,5.46733,4.71351,5.46733,370.714,0.0151421,1,51
100020030022704,71.0788,8,0.6666666666666666,3,1.0112,6.69154,4.70908,6.68524,1243.43,0.075861,1,45
100020030887566,97.1137,8,0.6666666666666666,0,0.8277,6.59756,4.70809,6.59,2041.55,0.122292,3,42
100020030148083,35.1696,10,0.8333333333333334,3,1.283,5.16248,4.70609,5.15452,367.824,0.0153154,1,62
1000200301512172,42.18729999999999,10,0.8333333333333334,3,1.2889,5.09816,4.70499,5.09259,369.219,0.0143147,1,62
100020030431077,65.88220000000001,10,0.8333333333333334,0,1.0961,5.67429,4.70273,5.6707,760.092,0.0335811,1,56
100020030143254,44.2208,10,0.8333333333333334,1,1.2551,5.02018,4.70166,5.00174,367.512,0.0146602,1,78
100020030147065,41.24209999999999,10,0.8333333333333334,3,1.2857,5.19784,4.69879,5.19017,352.634,0.0134161,1,62
100020030609959,91.987,10,0.8333333333333334,0,0.9416,6.38368,4.69452,6.36528,1271.78,0.0629124,1,45
100020030158472,89.4736,10,0.8333333333333334,4,0.8046,7.88621,4.68543,7.88621,2484.62,0.178023,3,38
100020030027372,59.6961,10,0.8333333333333334,0,1.0609,6.2371,4.68182,6.2371,934.422,0.0557615,1,36
10002003013952,79.72399999999999,10,0.8333333333333334,0,0.989,5.71388,4.67847,5.71388,1226.8,0.050474,2,64
100020030144629,63.89590000000001,10,0.8333333333333334,0,1.067,6.22839,4.67667,6.2253,965.069,0.0583491,1,36
100020030564863,87.7861,10,0.8333333333333334,3,1.0116,5.67289,4.66845,5.66712,1136.87,0.0475959,1,74
100020030135807,94.45009999999999,10,0.8333333333333334,0,0.8032,8.70867,4.66516,8.69255,2251.62,0.161187,3,35
100020030435493,54.02010000000001,10,0.8333333333333334,0,1.1091,5.67839,4.66419,5.66027,1025.84,0.046749,1,56
100020030091106,70.1181,10,0.8333333333333334,0,1.0084,5.6322,4.6567,5.6322,1183.3,0.0484735,1,61
100020030195311,81.6525,10,0.8333333333333334,0,0.9538,5.73442,4.6475,5.70812,1535.24,0.0612611,3,65
100020030612466,80.2836,10,0.8333333333333334,0,0.8451,5.56536,4.64134,5.36395,1902.82,0.0921841,2,35
1000200308822641,82.6526,10,0.8333333333333334,4,0.8073,6.51278,4.63495,6.51278,2453.16,0.148752,3,38
100020030044058,61.4777,8,0.6666666666666666,0,1.0537,5.11535,4.63411,5.11535,866.187,0.0291737,1,69
100020030145693,60.70410000000001,8,0.6666666666666666,0,1.0877,5.41513,4.61384,5.40053,938.805,0.044495,1,56
100020030602294,94.76259999999999,8,0.6666666666666666,0,0.7556,7.4031,4.61234,7.35445,2603.33,0.231668,2,32
100020030617877,88.89339999999999,10,0.8333333333333334,0,0.7633,8.4471,4.60952,8.4471,2502.42,0.248988,2,26
100020030155491,51.52099999999999,8,0.6666666666666666,1,1.0202,7.26473,4.60908,7.26473,1116.12,0.063458,1,70
100020030139282,73.96950000000001,10,0.8333333333333334,0,0.892,7.75495,4.60611,7.74512,1694.15,0.13282,1,39
100020030147273,84.2635,10,0.8333333333333334,0,0.8155,6.1025,4.60381,6.1025,2679.23,0.115499,3,38
1000200300210617,51.35900000000001,10,0.8333333333333334,3,0.9743,6.61342,4.60142,6.60342,1526.33,0.0826457,2,54
1000200301513599,87.97460000000001,10,0.8333333333333334,2,0.8354,6.3711,4.58209,6.36214,2424.61,0.115651,3,38
1000200301314073,85.51929999999999,10,0.8333333333333334,0,0.8226,8.18591,4.58116,8.18591,2154.15,0.153859,3,47
100020030192925,94.00139999999999,6,0.5,0,0.9269,5.6241,4.57728,5.62213,1530.0,0.056574,1,65
100020030618483,95.7678,8,0.6666666666666666,0,0.8331,5.86457,4.57106,5.48121,2355.09,0.0992567,3,38
100020030147199,50.01490000000001,10,0.8333333333333334,3,1.0518,5.89958,4.57035,5.87894,935.042,0.0471664,1,61
1000200301315596,91.1071,8,0.6666666666666666,3,0.8718,7.97156,4.56605,7.97156,1889.62,0.142417,3,47
100020030029839,33.46619999999999,10,0.8333333333333334,6,1.3091,5.30072,4.56417,5.30072,348.485,0.0144903,1,62
100020030154628,81.2644,10,0.8333333333333334,1,0.9853,5.9371,4.55949,5.93049,1275.28,0.0644995,1,45
100020030613876,69.50999999999999,10,0.8333333333333334,3,1.0766,5.27983,4.55887,5.27793,978.517,0.039409,1,56
100020030145958,56.63220000000001,8,0.6666666666666666,3,1.0869,5.07288,4.55361,5.07288,921.001,0.0334153,1,69
100020030293305,98.3511,10,0.8333333333333334,0,0.7758,6.99047,4.54054,6.87368,2736.71,0.184173,2,32
100020030607600,85.31979999999999,10,0.8333333333333334,0,1.0097,7.60891,4.52808,7.60891,1194.08,0.0826635,1,70
100020030139019,75.8322,10,0.8333333333333334,3,0.9516,6.83752,4.52774,6.82479,1573.61,0.0973685,2,54
100020030604691,73.91149999999999,10,0.8333333333333334,2,0.9339,6.17727,4.5206,6.17727,1463.85,0.0756819,1,54
1000200301510735,46.8389,10,0.8333333333333334,6,1.312,4.87997,4.52058,4.8575,345.272,0.0122709,1,57
100020030612972,74.3063,10,0.8333333333333334,3,0.9559,6.16484,4.50749,6.16484,1464.33,0.0798073,1,54
100020030022343,45.3048,10,0.8333333333333334,3,1.069,6.65636,4.49839,6.65137,1050.47,0.0653251,1,36
100020030151234,50.102,10,0.8333333333333334,3,1.2562,5.17545,4.49582,5.1601,345.534,0.0130074,1,51
100020030026008,47.85640000000001,10,0.8333333333333334,3,1.2646,5.09247,4.46901,5.09247,354.963,0.0125652,1,57
100020030771193,79.326,8,0.6666666666666666,3,1.0713,5.13326,4.46832,4.99786,964.325,0.0363938,1,69
100020030434937,85.9914,8,0.6666666666666666,0,1.2181,5.23484,4.45272,5.22783,337.041,0.0122562,1,51
100020030604531,95.1737,10,0.8333333333333334,1,1.0648,5.54666,4.45222,5.53481,719.42,0.0310841,1,74
100020030058475,67.99709999999999,10,0.8333333333333334,3,1.1957,5.31605,4.44694,5.31604,687.513,0.0207571,1,72
100020030141779,85.25450000000001,8,0.6666666666666666,0,1.0121,6.74771,4.43999,6.74466,1169.96,0.076911,1,45
100020030292502,86.0633,10,0.8333333333333334,0,0.8852,6.23958,4.41815,6.23958,1987.89,0.114583,2,46
100020030141478,86.09960000000001,8,0.6666666666666666,0,0.9669,5.96434,4.41568,5.93399,1221.02,0.0494648,1,64
100020030609411,86.6969,10,0.8333333333333334,0,1.0199,4.87214,4.40965,4.82183,826.642,0.0234323,1,69
1000200314828909,83.1516,8,0.6666666666666666,0,0.9705,6.68487,4.40843,6.68487,984.493,0.0326541,3,61
10002003060755,95.76820000000001,10,0.8333333333333334,0,0.9491,6.86291,4.39554,6.86291,1263.27,0.0638924,2,40
